MATCH,Class,Order,Family,Genus,species,subspecies,form/variety,FullName,Currently Accepted?,Accepted Name,Original Name,irn
Mesodon leatherwoodi,Gastropoda,Stylommatophora,Polygyridae,Mesodon,leatherwoodi,,,"Mesodon leatherwoodi Pratt, 1971",No,"Patera leatherwoodi (Pratt, 1971)",,164616
Mesodon magazinensis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,magazinensis,,,Mesodon magazinensis (Pilsbry & Ferriss),No,"Inflectarius magazinensis (Pilsbry & Ferriss, 1907)",,153684
Mesodon major,Gastropoda,Stylommatophora,Polygyridae,Mesodon,major,,,Mesodon major Binney,Unknown,,,192787
Mesodon mitchelliana,Gastropoda,Stylommatophora,Polygyridae,Mesodon,mitchelliana,,,Mesodon mitchelliana Lea,Unknown,,,192788
Mesodon mitchellianus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,mitchellianus,,,"Mesodon mitchellianus (Lea, I., 1839)",Yes,"Mesodon mitchellianus (Lea, I., 1839)",,181084
Mesodon mobiliana,Gastropoda,Stylommatophora,Polygyridae,Mesodon,mobiliana,,,Mesodon mobiliana,Unknown,,,192789
Mesodon multilineata,Gastropoda,Stylommatophora,Polygyridae,Mesodon,multilineata,,,Mesodon multilineata Say,Unknown,,,192790
Mesodon multilineata,Gastropoda,Stylommatophora,Polygyridae,Mesodon,multilineata,,minor,Mesodon multilineata var. minor,Unknown,,,198532
Mesodon multilineatus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,multilineatus,,,Mesodon multilineatus Say,Unknown,,,192791
Mesodon normalis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,normalis,,,"Mesodon normalis (Pilsbry, 1900)",Yes,"Mesodon normalis (Pilsbry, 1900)",,181085
Mesodon orestes,Gastropoda,Stylommatophora,Polygyridae,Mesodon,orestes,,,"Mesodon orestes Hubricht, 1975",Yes,"Mesodon orestes Hubricht, 1975",,164617
Mesodon panselenus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,panselenus,,,"Mesodon panselenus Hubricht, 1976",No,"Patera panselenus (Hubricht, 1976)",,164618
Mesodon pennsylvanicus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,pennsylvanicus,,,Mesodon pennsylvanicus (Green),No,"Patera pennsylvanica (Green, 1827)",,153685
Mesodon pensylvanicus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,pensylvanicus,,,Mesodon pensylvanicus,Unknown,,,198533
Mesodon perigraptus tryonia,Gastropoda,Stylommatophora,Polygyridae,Mesodon,perigraptus,tryonia,,Mesodon (Patera) perigraptus tryonia,Unknown,,,198537
Mesodon perigraptus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,perigraptus,,,"Mesodon perigraptus Pilsbry, 1894",Yes,"Mesodon perigraptus Pilsbry, 1894",,164619
Mesodon perigraptus tryonianus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,perigraptus,tryonianus,,Mesodon perigraptus tryonianus,Unknown,,,198534
Mesodon profunda,Gastropoda,Stylommatophora,Polygyridae,Mesodon,profunda,,,Mesodon profunda Say,Unknown,,,192792
Mesodon profundus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,profundus,,,Mesodon profundus Say,Unknown,,,192793
Mesodon ptychophora,Gastropoda,Stylommatophora,Polygyridae,Mesodon,ptychophora,,,Mesodon ptychophora Brown,Unknown,,,192794
Mesodon ptychophorus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,ptychophorus,,,Mesodon ptychophorus Brown,Unknown,,,192795
Mesodon roemeri,Gastropoda,Stylommatophora,Polygyridae,Mesodon,roemeri,,,Mesodon roemeri Pfeiffer,No,"Patera roemeri (L. Pfeiffer, 1848)",,153686
Mesodon rugeli,Gastropoda,Stylommatophora,Polygyridae,Mesodon,rugeli,,,"Mesodon rugeli (Shuttleworth, 1852)",Unknown,,,182843
Mesodon sanus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,sanus,,,"Mesodon sanus (Clench & Archer, 1933)",Yes,"Mesodon sanus (Clench & Archer, 1933)",,181086
Mesodon sargentianus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,sargentianus,,,Mesodon sargentianus (Johnson & Pilsbry),No,"Patera sargentiana (Johnson & Pilsbry, 1892)",,153687
Mesodon sargentianus heterodoxus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,sargentianus,heterodoxus,,"Mesodon sargentianus heterodoxus Pilsbry, 1940",No,"Patera sargentiana (Johnson & Pilsbry, 1892)",,153688
Mesodon sayanus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,sayanus,,,"Mesodon sayanus (Pilsbry, 1906)",Yes,"Mesodon sayanus (Pilsbry, 1906)",,181087
Mesodon smithi,Gastropoda,Stylommatophora,Polygyridae,Mesodon,smithi,,,Mesodon smithi (Clapp),No,"Inflectarius smithi (Clapp, 1905)",,153689
Mesodon subpalliatus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,subpalliatus,,,Mesodon subpalliatus (Pilsbry),No,"Inflectarius subpalliatus (Pilsbry, 1893)",,153690
Mesodon thyroides,Gastropoda,Stylommatophora,Polygyridae,Mesodon,thyroides,,,Mesodon thyroides Say,Unknown,,,192796
Mesodon thyroides,Gastropoda,Stylommatophora,Polygyridae,Mesodon,thyroides,,bucculenta,Mesodon thyroides var. bucculenta Gould,Unknown,,,192797
Mesodon thyroidus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,thyroidus,,,"Mesodon thyroidus (Say, 1816)",Yes,"Mesodon thyroidus (Say, 1816)",,181088
Mesodon thyroidus bucculenta,Gastropoda,Stylommatophora,Polygyridae,Mesodon,thyroidus,bucculenta,,"Mesodon thyroidus bucculenta (Gould, 1849)",No,"Mesodon thyroidus (Say, 1816)",,181089
Mesodon thyroidus bucculentus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,thyroidus,bucculentus,,Mesodon thyroidus bucculentus (Gould),No,"Mesodon thyroidus (Say, 1816)",,153691
Mesodon thyroidus sanctisimonis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,thyroidus,sanctisimonis,,Mesodon thyroidus sanctisimonis (Pilsbry),No,"Mesodon thyroidus (Say, 1816)",,153692
Mesodon thyroietus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,thyroietus,,,Mesodon (Mesodon) thyroietus (Say),Unknown,,,182845
Mesodon trossulus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,trossulus,,,"Mesodon trossulus Hubricht, 1966",Yes,"Mesodon trossulus Hubricht, 1966",,164621
Mesodon versus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,versus,,,Mesodon versus,Unknown,,,198535
Mesodon verus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,verus,,,"Mesodon verus Hubricht, 1954",No,"Inflectarius verus (Hubricht, 1954)",,164622
Mesodon wetherbyi,Gastropoda,Stylommatophora,Polygyridae,Mesodon,wetherbyi,,,Mesodon wetherbyi,Unknown,,,192798
Mesodon wheatleyi clingmanicus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,wheatleyi,clingmanicus,,Mesodon (Mesodon) wheatleyi clingmanicus (Pilsbry),Unknown,,,182846
Mesodon wheatleyi,Gastropoda,Stylommatophora,Polygyridae,Mesodon,wheatleyi,,,Mesodon wheatleyi (Bland),Unknown,,,182844
Mesodon zaletus,Gastropoda,Stylommatophora,Polygyridae,Mesodon,zaletus,,,"Mesodon zaletus (A. Binney, 1837)",Yes,"Mesodon zaletus (A. Binney, 1837)",,181090
Mesodon zaletus ozarkensis,Gastropoda,Stylommatophora,Polygyridae,Mesodon,zaletus,ozarkensis,,Mesodon zaletus ozarkensis Pilsbry & Ferriss,No,"Mesodon zaletus (A. Binney, 1837)",,153693
,Gastropoda,Stylommatophora,Polygyridae,Mesodon,,,,Mesodon sp.,Yes,Mesodon sp.,,164620
Millerelix bisontes sp. nov.,Gastropoda,Stylommatophora,Polygyridae,Millerelix,bisontes sp. nov.,,,Millerelix bisontes sp. nov. Coles,Yes,Millerelix bisontes sp. nov. Coles,,164623
Millerelix dorfeuilliana,Gastropoda,Stylommatophora,Polygyridae,Millerelix,dorfeuilliana,,,"Millerelix dorfeuilliana (Lea, I., 1838)",Yes,"Millerelix dorfeuilliana (Lea, I., 1838)",,181092
Millerelix jacksoni,Gastropoda,Stylommatophora,Polygyridae,Millerelix,jacksoni,,,"Millerelix jacksoni (Bland, 1866)",Yes,"Millerelix jacksoni (Bland, 1866)",,181095
Millerelix peregrina,Gastropoda,Stylommatophora,Polygyridae,Millerelix,peregrina,,,"Millerelix peregrina (Rehder, 1932)",Yes,"Millerelix peregrina (Rehder, 1932)",,181098
,Gastropoda,Stylommatophora,Polygyridae,Millerelix,,,,Millerelix sp.,Yes,Millerelix sp.,,164624
Neohelix albolabris,Gastropoda,Stylommatophora,Polygyridae,Neohelix,albolabris,,,"Neohelix albolabris (Say, 1817)",Yes,"Neohelix albolabris (Say, 1817)",,181102
Neohelix alleni,Gastropoda,Stylommatophora,Polygyridae,Neohelix,alleni,,,"Neohelix alleni (Sampson, 1883)",Yes,"Neohelix alleni (Sampson, 1883)",,181103
Neohelix dentifera,Gastropoda,Stylommatophora,Polygyridae,Neohelix,dentifera,,,"Neohelix dentifera (A. Binney, 1837)",Yes,"Neohelix dentifera (A. Binney, 1837)",,181104
Neohelix divesta,Gastropoda,Stylommatophora,Polygyridae,Neohelix,divesta,,,"Neohelix divesta (Gould, 1848)",Yes,"Neohelix divesta (Gould, 1848)",,181105
Neohelix lioderma,Gastropoda,Stylommatophora,Polygyridae,Neohelix,lioderma,,,"Neohelix lioderma (Pilsbry, 1902)",Yes,"Neohelix lioderma (Pilsbry, 1902)",,181106
Neohelix major,Gastropoda,Stylommatophora,Polygyridae,Neohelix,major,,,"Neohelix major (A. Binney, 1837)",Yes,"Neohelix major (A. Binney, 1837)",,181107
Neohelix n. sp.,Gastropoda,Stylommatophora,Polygyridae,Neohelix,n. sp.,,,Neohelix n. sp.,Yes,Neohelix n. sp.,,164625
Neohelix solemi,Gastropoda,Stylommatophora,Polygyridae,Neohelix,solemi,,,"Neohelix solemi Emberton, 1988",Yes,"Neohelix solemi Emberton, 1988",,164626
,Gastropoda,Stylommatophora,Polygyridae,Neohelix,,,,Neohelix sp.,Yes,Neohelix sp.,,164627
Patera appressa,Gastropoda,Stylommatophora,Polygyridae,Patera,appressa,,,"Patera appressa (Say, 1821)",Yes,"Patera appressa (Say, 1821)",,181108
Patera appressa perigrapta,Gastropoda,Stylommatophora,Polygyridae,Patera,appressa,perigrapta,,Patera appressa perigrapta,Unknown,,,193760
Patera appressa,Gastropoda,Stylommatophora,Polygyridae,Patera,appressa,,perigrapta,Patera appressa var. perigrapta Pilsbry,Unknown,,,193759
Patera binneyana,Gastropoda,Stylommatophora,Polygyridae,Patera,binneyana,,,"Patera binneyana (Pilsbry, 1899)",Yes,"Patera binneyana (Pilsbry, 1899)",,181109
Patera clarkii,Gastropoda,Stylommatophora,Polygyridae,Patera,clarkii,,,"Patera clarkii (Lea, I., 1858)",Yes,"Patera clarkii (Lea, I., 1858)",,181110
Patera clarkii nantahala,Gastropoda,Stylommatophora,Polygyridae,Patera,clarkii,nantahala,,"Patera clarkii nantahala (Clench & Banks, 1932)",Yes,"Patera clarkii nantahala (Clench & Banks, 1932)",,164628
Patera clenchi,Gastropoda,Stylommatophora,Polygyridae,Patera,clenchi,,,"Patera clenchi (Rehder, 1932)",Yes,"Patera clenchi (Rehder, 1932)",,181112
Patera estillensis,Gastropoda,Stylommatophora,Polygyridae,Patera,estillensis,,,"Patera estillensis Dourson, 2011",Yes,"Patera estillensis Dourson, 2011",,530633
Patera indianorum,Gastropoda,Stylommatophora,Polygyridae,Patera,indianorum,,,"Patera indianorum (Pilsbry, 1899)",Yes,"Patera indianorum (Pilsbry, 1899)",,181113
Patera kiowaensis,Gastropoda,Stylommatophora,Polygyridae,Patera,kiowaensis,,,"Patera kiowaensis (Simpson, 1888)",Yes,"Patera kiowaensis (Simpson, 1888)",,181114
Patera laevior,Gastropoda,Stylommatophora,Polygyridae,Patera,laevior,,,"Patera laevior (Pilsbry, 1940)",Yes,"Patera laevior (Pilsbry, 1940)",,181115
Patera leatherwoodi,Gastropoda,Stylommatophora,Polygyridae,Patera,leatherwoodi,,,"Patera leatherwoodi (Pratt, 1971)",Yes,"Patera leatherwoodi (Pratt, 1971)",,181116
Patera panselena,Gastropoda,Stylommatophora,Polygyridae,Patera,panselena,,,"Patera panselena (Hubricht, 1976)",Yes,"Patera panselena (Hubricht, 1976)",,181117
Patera panselenus,Gastropoda,Stylommatophora,Polygyridae,Patera,panselenus,,,"Patera panselenus (Hubricht, 1976)",Yes,"Patera panselenus (Hubricht, 1976)",,181118
Patera pennsylvanica,Gastropoda,Stylommatophora,Polygyridae,Patera,pennsylvanica,,,"Patera pennsylvanica (Green, 1827)",Yes,"Patera pennsylvanica (Green, 1827)",,181119
Patera perigrapta,Gastropoda,Stylommatophora,Polygyridae,Patera,perigrapta,,,"Patera perigrapta (Pilsbry, 1894)",Yes,"Patera perigrapta (Pilsbry, 1894)",,181120
Patera roemeri,Gastropoda,Stylommatophora,Polygyridae,Patera,roemeri,,,"Patera roemeri (L. Pfeiffer, 1848)",Yes,"Patera roemeri (L. Pfeiffer, 1848)",,181121
Patera sargentiana,Gastropoda,Stylommatophora,Polygyridae,Patera,sargentiana,,,"Patera sargentiana (Johnson & Pilsbry, 1892)",Yes,"Patera sargentiana (Johnson & Pilsbry, 1892)",,181122
,Gastropoda,Stylommatophora,Polygyridae,Patera,,,,Patera sp.,Yes,Patera sp.,,164629
Polygyra acanescens,Gastropoda,Stylommatophora,Polygyridae,Polygyra,acanescens,,,Polygyra acanescens,Unknown,,,194329
Polygyra alabamaensis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,alabamaensis,,,Polygyra alabamaensis Pilsbry,Unknown,,,194330
Polygyra alabamensis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,alabamensis,,,Polygyra alabamensis Pilsbry,Unknown,,,194331
Polygyra albolabris albolabris,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolabris,albolabris,,Polygyra albolabris albolabris (Say),No,"Neohelix albolabris (Say, 1817)",,154671
Polygyra albolabris alleni,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolabris,alleni,,Polygyra albolabris alleni,Unknown,,,198836
Polygyra albolabris dentata,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolabris,dentata,,Polygyra albolabris dentata Tryon,Unknown,,,194334
Polygyra albolabris fuscolabris,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolabris,fuscolabris,,Polygyra albolabris fuscolabris Pilsbry,No,"Neohelix alleni (Sampson, 1883)",,154672
Polygyra albolabris fusculabris,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolabris,fusculabris,,Polygyra albolabris fusculabris,Unknown,,,194335
Polygyra albolabris goodrichi,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolabris,goodrichi,,Polygyra albolabris goodrichi Clapp,Unknown,,,194336
Polygyra albolabris major,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolabris,major,,Polygyra albolabris major Say,No,"Neohelix albolabris (Say, 1817)",,154673
Polygyra albolabris maritima,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolabris,maritima,,Polygyra albolabris maritima Pilsbry,No,"Neohelix albolabris (Say, 1817)",,154665
Polygyra albolabris,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolabris,,,Polygyra albolabris Say,Unknown,,,194332
Polygyra albolabris,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolabris,,major,Polygyra albolabris var. major Binney,Unknown,,,194333
Polygyra albolaris,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolaris,,,Polygyra albolaris Say,Unknown,,,194337
Polygyra albolaris,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolaris,,major,Polygyra albolaris var. major,Unknown,,,198837
Polygyra albolbaris,Gastropoda,Stylommatophora,Polygyridae,Polygyra,albolbaris,,,Polygyra albolbaris Say,Unknown,,,194338
Polygyra altispira,Gastropoda,Stylommatophora,Polygyridae,Polygyra,altispira,,,Polygyra altispira,Unknown,,,194341
Polygyra andresae normalis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andresae,normalis,,Polygyra andresae normalis Pilsbry,Unknown,,,194342
Polygyra andrews intermedia,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrews,intermedia,,Polygyra andrews intermedia Pilsbry & Walker,Unknown,,,194343
Polygyra andrewsae altivaga,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsae,altivaga,,"Polygyra andrewsae altivaga Pilsbry, 1900",Unknown,,,194347
Polygyra andrewsae intermedia,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsae,intermedia,,Polygyra andrewsae intermedia Pilsbry,Unknown,,,194348
Polygyra andrewsae normalis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsae,normalis,,"Polygyra andrewsae normalis Pilsbry, 1900",Unknown,,,194349
Polygyra andrewsae,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsae,,altivaga,Polygyra andrewsae var. altivaga Pilsbry,Unknown,,,194345
Polygyra andrewsae,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsae,,normalis,Polygyra andrewsae var. normalis Pilsbry,Unknown,,,194346
Polygyra andrewsae,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsae,,,Polygyra andrewsae W.G. Binney,Unknown,,,194344
Polygyra andrewsai,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsai,,,Polygyra andrewsai,Unknown,,,194350
Polygyra andrewsai altivaga,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsai,altivaga,,Polygyra andrewsai altivaga Pilsbry,Unknown,,,194351
Polygyra andrewsi,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsi,,,Polygyra andrewsi,Unknown,,,194352
Polygyra andrewsi altivaga,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsi,altivaga,,Polygyra andrewsi altivaga Pilsbry,Unknown,,,194354
Polygyra andrewsi normalis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsi,normalis,,Polygyra andrewsi normalis,Unknown,,,194355
Polygyra andrewsi,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsi,,normalis,Polygyra andrewsi var. normalis Pilsbry,Unknown,,,194353
Polygyra andrewsia,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsia,,,Polygyra andrewsia,Unknown,,,194356
Polygyra andrewsia altivaga,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsia,altivaga,,Polygyra andrewsia altivaga,Unknown,,,194359
Polygyra andrewsia normalis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsia,normalis,,Polygyra andrewsia normalis Pilsbry,Unknown,,,194360
Polygyra andrewsia,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsia,,major,Polygyra andrewsia var. major,Unknown,,,194357
Polygyra andrewsia,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsia,,normalis,Polygyra andrewsia var. normalis Pilsbry,Unknown,,,194358
Polygyra andrewsiae,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsiae,,altivagu,Polygyra andrewsiae var. altivagu Pilsbry,Unknown,,,194362
Polygyra andrewsiae,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsiae,,,Polygyra andrewsiae W.G. Binney,Unknown,,,194361
Polygyra andrewsii normalis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,andrewsii,normalis,,Polygyra andrewsii normalis,Unknown,,,194363
Polygyra appressa,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,,,Polygyra appressa (Say),No,"Patera appressa (Say, 1821)",,154674
Polygyra appressa fosteri,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,fosteri,,Polygyra appressa fosteri Baker,Unknown,,,194370
Polygyra appressa linguifera,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,linguifera,,Polygyra appressa linguifera,Unknown,,,198839
Polygyra appressa pergrapta,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,pergrapta,,Polygyra appressa pergrapta Pilsbry,Unknown,,,194371
Polygyra appressa perigrapta,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,perigrapta,,Polygyra appressa perigrapta Pilsbry,Unknown,,,194372
Polygyra appressa perigraptus,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,perigraptus,,Polygyra appressa perigraptus,Unknown,,,194373
Polygyra appressa sculptior,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,sculptior,,Polygyra appressa sculptior,Unknown,,,194374
Polygyra appressa sculptulis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,sculptulis,,Polygyra appressa sculptulis,Unknown,,,198840
Polygyra appressa tryonia,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,tryonia,,Polygyra appressa tryonia,Unknown,,,194376
Polygyra appressa,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,,A.,Polygyra appressa var. A. Say,Unknown,,,194364
Polygyra appressa,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,,perigrapta,Polygyra appressa var. perigrapta,Unknown,,,194365
Polygyra appressa,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,,sculppia,Polygyra appressa var. sculppia,Unknown,,,194366
Polygyra appressa,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,,sculptior,Polygyra appressa var. sculptior,Unknown,,,194367
Polygyra appressa,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,,scultior,Polygyra appressa var. scultior,Unknown,,,198838
Polygyra appressa,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,,trioniense,Polygyra appressa var. trioniense Pilsbry,Unknown,,,194368
Polygyra appressa,Gastropoda,Stylommatophora,Polygyridae,Polygyra,appressa,,tryonianus,Polygyra appressa var. tryonianus,Unknown,,,194369
Polygyra ariadnae,Gastropoda,Stylommatophora,Polygyridae,Polygyra,ariadnae,,,Polygyra ariadnae (Pfeiffer),No,"Daedalochila ariadnae (L. Pfeiffer, 1848)",,154675
Polygyra armigera,Gastropoda,Stylommatophora,Polygyridae,Polygyra,armigera,,,Polygyra armigera Ancey,Unknown,,,194377
Polygyra auriculata microforis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,auriculata,microforis,,Polygyra auriculata microforis (Dall),No,"Daedalochila auriculata (Say, 1818)",,154677
Polygyra auriculata microformis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,auriculata,microformis,,Polygyra auriculata microformis Dall,Unknown,,,194378
Polygyra auriculata microtoris,Gastropoda,Stylommatophora,Polygyridae,Polygyra,auriculata,microtoris,,Polygyra auriculata microtoris (Dall),No,"Daedalochila auriculata (Say, 1818)",,154678
Polygyra auriculata,Gastropoda,Stylommatophora,Polygyridae,Polygyra,auriculata,,,Polygyra auriculata Say,No,"Daedalochila auriculata (Say, 1818)",,154676
Polygyra auriformis,Gastropoda,Stylommatophora,Polygyridae,Polygyra,auriformis,,,"Polygyra auriformis (Bland, 1859)",No,"Daedalochila auriformis (Bland, 1859)",,181123
Polygyra avara,Gastropoda,Stylommatophora,Polygyridae,Polygyra,avara,,,Polygyra avara (Say),No,"Daedalochila avara (Say, 1818)",,154679
