TAXON (original),Phylum,Class,Order,Family,Genus,Genus (original from spreadsheet),Species,Species (original from spreadsheet),Subspecies,Subspecies (original from spreadsheet),Synonyms (old)
Pisidum compressum,Mollusca,Bivalvia,,,Pisidum,Pisidum,compressum,compressum,,,
Pisidum compressum,Mollusca,Bivalvia,,,Pisidum,Pisidum,compressum,compressum,,,
Pisidum compressum,Mollusca,Bivalvia,,,Pisidum,Pisidum,compressum,compressum,,,
Pisidum compressum,Mollusca,Bivalvia,,,Pisidum,Pisidum,compressum,compressum,,,
Pisidum compressum laeorpatum,Mollusca,Bivalvia,,,Pisidum,P[isidum?],compressum,compressum,laeorpatum,laeorpatum,
Pisidum compressum laevigatum,Mollusca,Bivalvia,,,Pisidum,Pisidum,compressum,compressum,laevigatum,laevigatum,
Pisidum idahoense,Mollusca,Bivalvia,,,Pisidum,Pisidum,idahoense,idahoense,,,
Pisidum noveboracense,Mollusca,Bivalvia,,,Pisidum,Pisidum,noveboracense,noveboracense,,,
Pisidum sargenti,Mollusca,Bivalvia,,,Pisidum,Pisidum,sargenti,sargenti,,,
Pisidum scutellatum,Mollusca,Bivalvia,,,Pisidum,Pisidum,scutellatum,scutellatum,,,
Pisidum sp.,Mollusca,Bivalvia,,,Pisidum,Pisidum,,,,,
Pisidum splendidulum,Mollusca,Bivalvia,,,Pisidum,Pisidum,splendidulum,splendidulum,,,
Pisidum splendidulum,Mollusca,Bivalvia,,,Pisidum,Pisidum,splendidulum,splendidulum,,,
Pisidum splendidulum,Mollusca,Bivalvia,,,Pisidum,Pisidum,splendidulum,splendidulum,,,
Pisidum virginicum,Mollusca,Bivalvia,,,Pisidum,Pisidum,virginicum,virginicum,,,
Pisidum virginicum,Mollusca,Bivalvia,,,Pisidum,Pisidum,virginicum,virginicum,,,
Pisidum virginicum,Mollusca,Bivalvia,,,Pisidum,Pisidum,virginicum,virginicum,,,
Pisidum virginicum,Mollusca,Bivalvia,,,Pisidum,Pisidum,virginicum,virginicum,,,
Pisidum virginicum,Mollusca,Bivalvia,,,Pisidum,Pisidum,virginicum,virginicum,,,
Pisidum virginicum,Mollusca,Bivalvia,,,Pisidum,Pisidum,virginicum,virginicum,,,
Pisidum walkeri,Mollusca,Bivalvia,,,Pisidum,Pisidum,walkeri,walkeri,,,
Pitaria dione,Mollusca,Bivalvia,,Veneridae,Pitaria,Pitaria,dione,dione,,,
Pitaria lupinaria,Mollusca,Bivalvia,,Veneridae,Pitaria,Pitaria,lupinaria,lupinaria,,,
Pitaria lupinaria,Mollusca,Bivalvia,,Veneridae,Pitaria,Pitaria,lupinaria,lupinaria,,,
Pitaria vulnerata,Mollusca,Bivalvia,,Veneridae,Pitaria,Pitaria,vulnerata,vulnerata,,,M. vulnerata Brod
Pitys fanae,Mollusca,Gastropoda,,Charopidae,Pitys,Pitys,fanae,fanae,,,
Pitys sp.,Mollusca,Gastropoda,,Charopidae,Pitys,Pitys,,,,,
Placostylus fuligineus,Mollusca,Gastropoda,,Placostylidae,Placostylus,Placostylus,fuligineus,fuligineus,,,
Placuna sella,Mollusca,Bivalvia,,Placunidae,Placuna,Placuna,sella,sella,,,
Plagiocadium sp.,Mollusca,Gastropoda,,Cardiidae,Plagiocadium,[Plagiocadium],,,,,
Plagiola donaciformis,Mollusca,Bivalvia,,,Plagiola,Plagiola,donaciformis,donaciformis,,,
Plagiola donaciformis,Mollusca,Bivalvia,Unionoida,Unionidae,Plagiola,Plagiola,donaciformis,donaciformis,,,
Plagiola elegans,Mollusca,Bivalvia,Unionoida,Unionidae,Plagiola,Plagiola,elegans,elegans,,,
Plagiola elegans,Mollusca,Bivalvia,,Unionidae,Plagiola,Plagiola,elegans,elegans,,,
Plagiola elegans,Mollusca,Bivalvia,Unionoida,Unionidae,Plagiola,Plagiola,elegans,elegans,,,
Plagiola elegans,Mollusca,Bivalvia,,Unionidae,Plagiola,Plagiola,elegans,elegans,,,
Planaxes sulcatus,Mollusca,Gastropoda,,,Planaxes,Planaxes,sulcatus,sulcatus,,,
Planaxis fasciatus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,fasciatus,fasciatus,,,
Planaxis labiosus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,labiosus,labiosus,,,
Planaxis lineatus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,lineatus,lineatus,,,
Planaxis lineatus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,lineatus,lineatus,,,
Planaxis lineatus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,lineatus,lineatus,,,
Planaxis lineatus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,lineatus,lineatus,,,
Planaxis mollis,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,mollis,mollis,,,
Planaxis nigitella,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,nigitella,nigitella,,,
Planaxis nigra,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,nigra,nigra,,,
Planaxis nigritella,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,nigritella,nigritella,,,
Planaxis nigritella,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,nigritella,nigritella,,,
Planaxis nucleus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,nucleus,nucleus,,,
Planaxis pedicularis,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,pedicularis,pedicularis,,,
Planaxis planicostatus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,planicostatus,planicostatus,,,
Planaxis sulcatus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,sulcatus,sulcatus,,,
Planaxis sulcatus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,sulcatus,sulcatus,,,
Planaxis sulcatus,Mollusca,Gastropoda,,Planaxidae,Planaxis,Planaxis,sulcatus,sulcatus,,,
Planispira vittata,Mollusca,Gastropoda,,Camaenidae,Planispira,Planispira,vittata,vittata,,,
Planogyra astericus,Mollusca,Gastropoda,,Valloniidae,Planogyra,Planogyra,astericus,astericus,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbella sp.,Mollusca,Gastropoda,,Planorbidae,Planorbella,Planorbella,,,,,
Planorbidae sp.,Mollusca,Gastropoda,,Planorbidae,,,,,,,
Planorbidae sp.,Mollusca,Gastropoda,,Planorbidae,,,,,,,
Planorbis albus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,albus,albus,,,
Planorbis ammon,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,ammon,ammon,,,
Planorbis bicarinata,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinata,bicarinata,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,Planorbis campanulatus Say
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,,,
Planorbis bicarinatus unicarinatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,bicarinatus,bicarinatus,unicarinatus,unicarinatus,
Planorbis binneyi,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,binneyi,binneyi,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,Planorbella
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,,,
Planorbis campanulatus rudentis,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,campanulatus,campanulatus,rudentis,rudentis,
Planorbis companulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,companulatus,companulatus,,,
Planorbis companulatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,companulatus,companulatus,,,
Planorbis complanatus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,complanatus,complanatus,,,
Planorbis corneus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,corneus,corneus,,,
Planorbis cornuarietis,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,cornuarietis,cornuarietis,,,
Planorbis coromandilicus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,coromandilicus,coromandilicus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis deflectus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,deflectus,deflectus,,,
Planorbis distoni,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,distoni,distoni,,,
Planorbis exacuous,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,exacuous,exacuous,,,Gyraulus exacutus 
Planorbis exacuous,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,exacuous,exacuous,,,
Planorbis exacuous,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,exacuous,exacuous,,,
Planorbis exacuous,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,exacuous,exacuous,,,
Planorbis exacuous,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,exacuous,exacuous,,,
Planorbis exacuous,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,exacuous,exacuous,,,
Planorbis exacuous,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,exacuous,exacuous,,,
Planorbis exacuous,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,exacuous,exacuous,,,
Planorbis glabratus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,glabratus,glabratus,,,
Planorbis glabratus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,glabratus,glabratus,,,
Planorbis glabratus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,glabratus,glabratus,,,
Planorbis glabratus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,glabratus,glabratus,,,
Planorbis hirsutus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,hirsutus,hirsutus,,,
Planorbis oregonensis,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,oregonensis,oregonensis,,,
Planorbis parva,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parva,parva,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,Gyraulus
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,p. planorbis?,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis parvus,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,parvus,parvus,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,sp.,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis?,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,sp.,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,,,,,
Planorbis sp.,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis?,,,,,
